requirement_id,model_id,disposition,design_targets,source,claim
"CTR-REQ-014","CTRRequirement014","proposed","ContractRegistry","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/contracts/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"CTR-REQ-015","CTRRequirement015","proposed","ContractRegistry","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/contracts/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"CTR-REQ-016","CTRRequirement016","proposed","ContractRegistry","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/contracts/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"CTR-REQ-017","CTRRequirement017","proposed","ContractRegistry","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/contracts/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"CTR-REQ-018","CTRRequirement018","proposed","ContractRegistry","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/contracts/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-001","BCKRequirement001","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-002","BCKRequirement002","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-003","BCKRequirement003","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-004","BCKRequirement004","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-005","BCKRequirement005","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-006","BCKRequirement006","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-007","BCKRequirement007","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-008","BCKRequirement008","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-009","BCKRequirement009","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BCK-REQ-010","BCKRequirement010","proposed","BuckingCore","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/bucking-core/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-001","SFCRequirement001","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-002","SFCRequirement002","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-003","SFCRequirement003","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-004","SFCRequirement004","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-005","SFCRequirement005","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-006","SFCRequirement006","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-007","SFCRequirement007","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-008","SFCRequirement008","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-009","SFCRequirement009","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"SFC-REQ-010","SFCRequirement010","proposed","StanfordClassic","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/stanford-classic/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-001","TPRRequirement001","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-002","TPRRequirement002","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-003","TPRRequirement003","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-004","TPRRequirement004","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-005","TPRRequirement005","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-006","TPRRequirement006","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-007","TPRRequirement007","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-008","TPRRequirement008","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-009","TPRRequirement009","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"TPR-REQ-010","TPRRequirement010","proposed","TaperModels","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/packages/taper-models/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-001","BLBRequirement001","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-002","BLBRequirement002","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-003","BLBRequirement003","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-004","BLBRequirement004","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-005","BLBRequirement005","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-006","BLBRequirement006","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-007","BLBRequirement007","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-008","BLBRequirement008","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-009","BLBRequirement009","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-010","BLBRequirement010","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BLB-REQ-011","BLBRequirement011","proposed","BuckingLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-001","BKSRequirement001","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-002","BKSRequirement002","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-003","BKSRequirement003","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-004","BKSRequirement004","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-005","BKSRequirement005","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-006","BKSRequirement006","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-007","BKSRequirement007","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-008","BKSRequirement008","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-009","BKSRequirement009","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-010","BKSRequirement010","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-011","BKSRequirement011","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-012","BKSRequirement012","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-013","BKSRequirement013","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-014","BKSRequirement014","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-015","BKSRequirement015","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-016","BKSRequirement016","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-017","BKSRequirement017","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BKS-REQ-018","BKSRequirement018","proposed","BuckingService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-001","BWEBRequirement001","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-002","BWEBRequirement002","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-003","BWEBRequirement003","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-004","BWEBRequirement004","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-005","BWEBRequirement005","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-006","BWEBRequirement006","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-007","BWEBRequirement007","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-008","BWEBRequirement008","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-009","BWEBRequirement009","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-010","BWEBRequirement010","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-011","BWEBRequirement011","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"BWEB-REQ-012","BWEBRequirement012","proposed","BuckingWeb","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/bucking-web/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-001","MLBRequirement001","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-002","MLBRequirement002","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-003","MLBRequirement003","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-004","MLBRequirement004","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-005","MLBRequirement005","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-006","MLBRequirement006","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-007","MLBRequirement007","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-008","MLBRequirement008","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-009","MLBRequirement009","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-010","MLBRequirement010","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-011","MLBRequirement011","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-012","MLBRequirement012","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-013","MLBRequirement013","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-014","MLBRequirement014","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-015","MLBRequirement015","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MLB-REQ-016","MLBRequirement016","inherited","MachineLab","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-lab/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-001","MCHRequirement001","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-002","MCHRequirement002","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-003","MCHRequirement003","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-004","MCHRequirement004","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-005","MCHRequirement005","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-006","MCHRequirement006","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-007","MCHRequirement007","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-008","MCHRequirement008","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-009","MCHRequirement009","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-010","MCHRequirement010","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-011","MCHRequirement011","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-012","MCHRequirement012","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-013","MCHRequirement013","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-014","MCHRequirement014","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-015","MCHRequirement015","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-016","MCHRequirement016","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-017","MCHRequirement017","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-018","MCHRequirement018","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-019","MCHRequirement019","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
"MCH-REQ-020","MCHRequirement020","inherited","MachineService","https://github.com/Hans-Einar/ponsse/blob/7589a5811a21ec6bb13979612060ceff0f690df8/MVP1/services/machine-service/SDP/03--Requirements/requirements.md","design obligation mapped; no implementation verification"
